merchant_id,merchant_name,merchant_category,city,state
MER00823,Restaurant Merchant 823,Restaurant,Thiruvananthapuram,Kerala
MER00824,Entertainment Merchant 824,Entertainment,New Delhi,Delhi
MER00825,Utilities Merchant 825,Utilities,Lucknow,Uttar Pradesh
MER00826,Education Merchant 826,Education,Warangal,Telangana
MER00827,Restaurant Merchant 827,Restaurant,Mumbai,Maharashtra
MER00828,Fuel Merchant 828,Fuel,Surat,Gujarat
MER00829,Grocery Merchant 829,Grocery,Udaipur,Rajasthan
MER00830,Restaurant Merchant 830,Restaurant,Mysuru,Karnataka
MER00831,Education Merchant 831,Education,Kolkata,West Bengal
MER00832,Clothing Merchant 832,Clothing,New Delhi,Delhi
MER00833,Online Shopping Merchant 833,Online Shopping,Mysuru,Karnataka
MER00834,Travel Merchant 834,Travel,Kanpur,Uttar Pradesh
MER00835,Education Merchant 835,Education,Bengaluru,Karnataka
MER00836,Jewelry Merchant 836,Jewelry,Kozhikode,Kerala
MER00837,Healthcare Merchant 837,Healthcare,Mysuru,Karnataka
MER00838,Jewelry Merchant 838,Jewelry,Mysuru,Karnataka
MER00839,Fuel Merchant 839,Fuel,Madurai,Tamil Nadu
MER00840,Electronics Merchant 840,Electronics,Nagpur,Maharashtra
MER00841,Jewelry Merchant 841,Jewelry,Lucknow,Uttar Pradesh
MER00842,Clothing Merchant 842,Clothing,Vadodara,Gujarat
MER00843,Utilities Merchant 843,Utilities,New Delhi,Delhi
MER00844,Utilities Merchant 844,Utilities,Madurai,Tamil Nadu
MER00845,Grocery Merchant 845,Grocery,Nagpur,Maharashtra
MER00846,Online Shopping Merchant 846,Online Shopping,Nashik,Maharashtra
MER00847,Jewelry Merchant 847,Jewelry,Nagpur,Maharashtra
MER00848,Fuel Merchant 848,Fuel,Noida,Uttar Pradesh
MER00849,Education Merchant 849,Education,New Delhi,Delhi
MER00850,Entertainment Merchant 850,Entertainment,Thiruvananthapuram,Kerala
MER00851,Clothing Merchant 851,Clothing,Warangal,Telangana
MER00852,Electronics Merchant 852,Electronics,Surat,Gujarat
MER00853,Fuel Merchant 853,Fuel,Noida,Uttar Pradesh
MER00854,Online Shopping Merchant 854,Online Shopping,Nagpur,Maharashtra
MER00855,Travel Merchant 855,Travel,Mumbai,Maharashtra
MER00856,Utilities Merchant 856,Utilities,Coimbatore,Tamil Nadu
MER00857,Fuel Merchant 857,Fuel,Madurai,Tamil Nadu
MER00858,Restaurant Merchant 858,Restaurant,New Delhi,Delhi
MER00859,Travel Merchant 859,Travel,Mumbai,Maharashtra
MER00860,Travel Merchant 860,Travel,Kolkata,West Bengal
MER00861,Restaurant Merchant 861,Restaurant,Pune,Maharashtra
MER00862,Entertainment Merchant 862,Entertainment,Coimbatore,Tamil Nadu
MER00863,Restaurant Merchant 863,Restaurant,Udaipur,Rajasthan
MER00864,Healthcare Merchant 864,Healthcare,Bengaluru,Karnataka
MER00865,Jewelry Merchant 865,Jewelry,Jaipur,Rajasthan
MER00866,Fuel Merchant 866,Fuel,Kanpur,Uttar Pradesh
MER00867,Fuel Merchant 867,Fuel,Mangaluru,Karnataka
MER00868,Utilities Merchant 868,Utilities,Ahmedabad,Gujarat
MER00869,Jewelry Merchant 869,Jewelry,Jaipur,Rajasthan
MER00870,Education Merchant 870,Education,Jaipur,Rajasthan
MER00871,Electronics Merchant 871,Electronics,Ahmedabad,Gujarat
MER00872,Travel Merchant 872,Travel,Thiruvananthapuram,Kerala
MER00873,Restaurant Merchant 873,Restaurant,Kolkata,West Bengal
MER00874,Travel Merchant 874,Travel,Coimbatore,Tamil Nadu
MER00875,Entertainment Merchant 875,Entertainment,Surat,Gujarat
MER00876,Travel Merchant 876,Travel,Nagpur,Maharashtra
MER00877,Jewelry Merchant 877,Jewelry,Warangal,Telangana
MER00878,Entertainment Merchant 878,Entertainment,Lucknow,Uttar Pradesh
MER00879,Travel Merchant 879,Travel,Pune,Maharashtra
MER00880,Healthcare Merchant 880,Healthcare,Hubballi,Karnataka
MER00881,Healthcare Merchant 881,Healthcare,Kanpur,Uttar Pradesh
MER00882,Fuel Merchant 882,Fuel,Kolkata,West Bengal
MER00883,Travel Merchant 883,Travel,Lucknow,Uttar Pradesh
MER00884,Entertainment Merchant 884,Entertainment,New Delhi,Delhi
MER00885,Fuel Merchant 885,Fuel,New Delhi,Delhi
MER00886,Utilities Merchant 886,Utilities,New Delhi,Delhi
MER00887,Healthcare Merchant 887,Healthcare,Kolkata,West Bengal
MER00888,Fuel Merchant 888,Fuel,Surat,Gujarat
MER00889,Jewelry Merchant 889,Jewelry,New Delhi,Delhi
MER00890,Education Merchant 890,Education,Hyderabad,Telangana
MER00891,Utilities Merchant 891,Utilities,Jaipur,Rajasthan
MER00892,Entertainment Merchant 892,Entertainment,Kolkata,West Bengal
MER00893,Restaurant Merchant 893,Restaurant,Kozhikode,Kerala
MER00894,Entertainment Merchant 894,Entertainment,Vadodara,Gujarat
MER00895,Travel Merchant 895,Travel,Madurai,Tamil Nadu
MER00896,Education Merchant 896,Education,Warangal,Telangana
MER00897,Fuel Merchant 897,Fuel,Madurai,Tamil Nadu
MER00898,Entertainment Merchant 898,Entertainment,Ahmedabad,Gujarat
MER00899,Jewelry Merchant 899,Jewelry,Kanpur,Uttar Pradesh
MER00900,Clothing Merchant 900,Clothing,Vadodara,Gujarat
MER00901,Grocery Merchant 901,Grocery,Vadodara,Gujarat
MER00902,Restaurant Merchant 902,Restaurant,New Delhi,Delhi
MER00903,Electronics Merchant 903,Electronics,Warangal,Telangana
MER00904,Jewelry Merchant 904,Jewelry,Lucknow,Uttar Pradesh
MER00905,Fuel Merchant 905,Fuel,Surat,Gujarat
MER00906,Restaurant Merchant 906,Restaurant,Mumbai,Maharashtra
MER00907,Clothing Merchant 907,Clothing,Kochi,Kerala
MER00908,Entertainment Merchant 908,Entertainment,Jaipur,Rajasthan
MER00909,Entertainment Merchant 909,Entertainment,New Delhi,Delhi
MER00910,Clothing Merchant 910,Clothing,Noida,Uttar Pradesh
MER00911,Grocery Merchant 911,Grocery,Coimbatore,Tamil Nadu
MER00912,Travel Merchant 912,Travel,Kolkata,West Bengal
MER00913,Restaurant Merchant 913,Restaurant,Ahmedabad,Gujarat
MER00914,Travel Merchant 914,Travel,Coimbatore,Tamil Nadu
MER00915,Online Shopping Merchant 915,Online Shopping,New Delhi,Delhi
MER00916,Healthcare Merchant 916,Healthcare,Udaipur,Rajasthan
MER00917,Entertainment Merchant 917,Entertainment,Kolkata,West Bengal
MER00918,Restaurant Merchant 918,Restaurant,Kolkata,West Bengal
MER00919,Utilities Merchant 919,Utilities,Kochi,Kerala
MER00920,Healthcare Merchant 920,Healthcare,Mumbai,Maharashtra
MER00921,Utilities Merchant 921,Utilities,Pune,Maharashtra
MER00922,Clothing Merchant 922,Clothing,Hyderabad,Telangana
MER00923,Clothing Merchant 923,Clothing,Coimbatore,Tamil Nadu
MER00924,Online Shopping Merchant 924,Online Shopping,Surat,Gujarat
MER00925,Electronics Merchant 925,Electronics,Vadodara,Gujarat
MER00926,Education Merchant 926,Education,Madurai,Tamil Nadu
MER00927,Grocery Merchant 927,Grocery,Surat,Gujarat
MER00928,Entertainment Merchant 928,Entertainment,Lucknow,Uttar Pradesh
MER00929,Fuel Merchant 929,Fuel,Kanpur,Uttar Pradesh
MER00930,Online Shopping Merchant 930,Online Shopping,Mysuru,Karnataka
MER00931,Restaurant Merchant 931,Restaurant,Kozhikode,Kerala
MER00932,Clothing Merchant 932,Clothing,Lucknow,Uttar Pradesh
MER00933,Healthcare Merchant 933,Healthcare,Coimbatore,Tamil Nadu
MER00934,Restaurant Merchant 934,Restaurant,Warangal,Telangana
MER00935,Entertainment Merchant 935,Entertainment,Kozhikode,Kerala
MER00936,Jewelry Merchant 936,Jewelry,Udaipur,Rajasthan
MER00937,Fuel Merchant 937,Fuel,Vadodara,Gujarat
MER00938,Healthcare Merchant 938,Healthcare,Lucknow,Uttar Pradesh
MER00939,Jewelry Merchant 939,Jewelry,New Delhi,Delhi
MER00940,Utilities Merchant 940,Utilities,Madurai,Tamil Nadu
MER00941,Jewelry Merchant 941,Jewelry,Kozhikode,Kerala
MER00942,Healthcare Merchant 942,Healthcare,Pune,Maharashtra
MER00943,Travel Merchant 943,Travel,Pune,Maharashtra
MER00944,Healthcare Merchant 944,Healthcare,Pune,Maharashtra
MER00945,Fuel Merchant 945,Fuel,Madurai,Tamil Nadu
MER00946,Electronics Merchant 946,Electronics,Vadodara,Gujarat
MER00947,Fuel Merchant 947,Fuel,Kanpur,Uttar Pradesh
MER00948,Education Merchant 948,Education,Coimbatore,Tamil Nadu
MER00949,Clothing Merchant 949,Clothing,Jaipur,Rajasthan
MER00950,Travel Merchant 950,Travel,Coimbatore,Tamil Nadu
MER00951,Healthcare Merchant 951,Healthcare,Chennai,Tamil Nadu
MER00952,Healthcare Merchant 952,Healthcare,Kolkata,West Bengal
MER00953,Electronics Merchant 953,Electronics,Hubballi,Karnataka
MER00954,Clothing Merchant 954,Clothing,Warangal,Telangana
MER00955,Fuel Merchant 955,Fuel,Udaipur,Rajasthan
MER00956,Utilities Merchant 956,Utilities,Kolkata,West Bengal
MER00957,Electronics Merchant 957,Electronics,Kolkata,West Bengal
MER00958,Online Shopping Merchant 958,Online Shopping,Mumbai,Maharashtra
MER00959,Travel Merchant 959,Travel,Kochi,Kerala
MER00960,Electronics Merchant 960,Electronics,Warangal,Telangana
MER00961,Clothing Merchant 961,Clothing,Kolkata,West Bengal
MER00962,Jewelry Merchant 962,Jewelry,Jaipur,Rajasthan
MER00963,Clothing Merchant 963,Clothing,Nagpur,Maharashtra
MER00964,Utilities Merchant 964,Utilities,New Delhi,Delhi
MER00965,Fuel Merchant 965,Fuel,Kolkata,West Bengal
MER00966,Travel Merchant 966,Travel,Pune,Maharashtra
MER00967,Travel Merchant 967,Travel,Hubballi,Karnataka
MER00968,Entertainment Merchant 968,Entertainment,New Delhi,Delhi
MER00969,Online Shopping Merchant 969,Online Shopping,Pune,Maharashtra
MER00970,Healthcare Merchant 970,Healthcare,Noida,Uttar Pradesh
MER00971,Fuel Merchant 971,Fuel,Noida,Uttar Pradesh
MER00972,Electronics Merchant 972,Electronics,Madurai,Tamil Nadu
MER00973,Grocery Merchant 973,Grocery,Hyderabad,Telangana
MER00974,Clothing Merchant 974,Clothing,Kanpur,Uttar Pradesh
MER00975,Clothing Merchant 975,Clothing,Kozhikode,Kerala
MER00976,Utilities Merchant 976,Utilities,Coimbatore,Tamil Nadu
MER00977,Jewelry Merchant 977,Jewelry,Thiruvananthapuram,Kerala
MER00978,Education Merchant 978,Education,Kozhikode,Kerala
MER00979,Fuel Merchant 979,Fuel,Pune,Maharashtra
MER00980,Education Merchant 980,Education,Mangaluru,Karnataka
MER00981,Electronics Merchant 981,Electronics,Madurai,Tamil Nadu
MER00982,Utilities Merchant 982,Utilities,Hyderabad,Telangana
MER00983,Education Merchant 983,Education,New Delhi,Delhi
MER00984,Electronics Merchant 984,Electronics,Surat,Gujarat
MER00985,Travel Merchant 985,Travel,Noida,Uttar Pradesh
MER00986,Entertainment Merchant 986,Entertainment,Surat,Gujarat
MER00987,Fuel Merchant 987,Fuel,Mumbai,Maharashtra
MER00988,Utilities Merchant 988,Utilities,Udaipur,Rajasthan
MER00989,Entertainment Merchant 989,Entertainment,New Delhi,Delhi
MER00990,Utilities Merchant 990,Utilities,New Delhi,Delhi
MER00991,Education Merchant 991,Education,Nashik,Maharashtra
MER00992,Clothing Merchant 992,Clothing,New Delhi,Delhi
MER00993,Fuel Merchant 993,Fuel,Ahmedabad,Gujarat
MER00994,Travel Merchant 994,Travel,Warangal,Telangana
MER00995,Healthcare Merchant 995,Healthcare,New Delhi,Delhi
MER00996,Jewelry Merchant 996,Jewelry,Jaipur,Rajasthan
MER00997,Education Merchant 997,Education,Kolkata,West Bengal
MER00998,Restaurant Merchant 998,Restaurant,Bengaluru,Karnataka
MER00999,Restaurant Merchant 999,Restaurant,Kolkata,West Bengal
MER01000,Entertainment Merchant 1000,Entertainment,Coimbatore,Tamil Nadu
